increases^abundance	Succinic Acid	BCL2	0.73071243563422	
increases^abundance	agathisflavone	BCL2 	0.7303145446231	
increases^abundance	C646 compound	BCL2	0.7303250025749124	
increases^glucuronidation	Calcium, RELA	0.7301309630628967
decreases^secretion	2-amino-1-phenylethanol	CDKN1A	0.7289300560951233
increases^glucuronidation	insulin, Asp(B10)-	RELA	0.7289291024208069
decreases^secretion	Sealapex	VEGFA	0.7289248108863831
increases^glucuronidation	4-oxoretinaldehyde	TP53	0.7289232015609741
increases^glucuronidation	trichlorosucrose	RELA	0.7289225459098816
decreases^secretion	Verteporfin	CDKN1A	0.7289219498634338
increases^glucuronidation	isonitrosoacetone	RELA	0.728918194770813
increases^glucuronidation	beta-amyrin	RELA	0.7289173007011414
increases^glucuronidation	quercetin 3-O-glucopyranoside	RELA	0.7289172410964966
increases^glucuronidation	azoxystrobin	BCL2	0.7289132475852966
decreases^secretion	Monensin	VEGFA	0.7289103865623474
decreases^secretion	Nebivolol	DNMT1	0.7289091348648071
decreases^secretion	2-methyl-1-((4-methyl-5-isoquinolinyl)sulfonyl)homopiperazine	SOD2	0.7289060354232788
increases^glucuronidation	Antioxidants	ACTA2	0.7289000749588013
increases^glucuronidation	Ubiquinone Q1	RELA	0.7288922667503357
increases^glucuronidation	glutapyrone	HSPB1	0.7288898229598999
decreases^secretion	phenylbenzoquinone	VEGFA	0.7288802862167358
affects^response to substance	Cyclophosphamide	ERBB2	0.7288783192634583
decreases^secretion	Monensin	CASP8	0.7288780212402344
decreases^secretion	ar-turmerone	VEGFA	0.7288687825202942
decreases^secretion	ivacaftor	CDKN1A	0.7288681268692017
decreases^secretion	Aminacrine	TP53	0.7288665175437927
decreases^secretion	Endrin	ACTA2	0.728865921497345
decreases^secretion	Phosphates	BCL2	0.7288517355918884
decreases^secretion	Lobeline	CDKN1A	0.7288506627082825
decreases^secretion	Leucovorin	MMP9	0.7288429737091064
increases^glucuronidation	Coumarins	ACTA2	0.7288405299186707
affects^response to substance	Oxygen	SULT1A1	0.7288385629653931
decreases^secretion	ropinirole	BCL2	0.7288371920585632
decreases^secretion	Endrin	CCND1	0.7288352847099304
decreases^response to substance	Carbon Monoxide	RELA	0.728834867477417
decreases^secretion	1-dodecylsulfonyl-5N,6O-oxomethylidenenojirimycin	AKT1	0.728833794593811
increases^phosphorylation	Thiosemicarbazones	EGFR	0.7288240790367126
decreases^secretion	phenylbenzoquinone	MMP9	0.7288238406181335
increases^glucuronidation	SP 5186	ACTA2	0.7288236618041992
decreases^secretion	5-(3-(2-(3-hydroxy-4-(3-(trifluoromethyl)phenyl)butyl)-5-oxopyrrolidin-1-yl)propyl)thiophene-2-carboxylate	TP53	0.7288225889205933
decreases^secretion	bradykinin, Leu(8)-des-Arg(9)-	TP53	0.7288218140602112
decreases^secretion	ropinirole	ACTA2	0.7288142442703247
decreases^secretion	Sulfhydryl Compounds	TP53	0.7288094758987427
decreases^secretion	kangshuai yizhi	TP53	0.7288066744804382
decreases^secretion	Canvaxin	PARP1	0.7288020849227905
decreases^secretion	hydroxyflutamide	VEGFA	0.7288007140159607
decreases^secretion	SB 243213	TP53	0.7287994623184204
increases^expression	N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine	S100A9	0.7287991046905518
increases^glucuronidation	nefiracetam	APC	0.72879558801651
decreases^secretion	Congo Red	TP53	0.7287951111793518
decreases^secretion	maphosphamide	TP53	0.7287936806678772
decreases^secretion	Aminacrine	CASP8	0.7287930846214294
decreases^secretion	64Cu-CB-TE2A-Y3-TATE	CCND1	0.728789210319519
increases^glucuronidation	Iron, Dietary	AKT1	0.7287887334823608
decreases^secretion	64Cu-CB-TE2A-Y3-TATE	RELA	0.7287880182266235
decreases^secretion	Monensin	SOD2	0.7287877202033997
increases^glucuronidation	thrombin receptor-activating peptide SFLLRNPNDKY	CASP8	0.7287868857383728
decreases^secretion	irisflorentin	TP53	0.7287853956222534
decreases^secretion	actinonin	TP53	0.7287832498550415
decreases^secretion	5-methoxy 3-(1,2,3,6-tetrahydro-4-pyridinyl)1H indole	TP53	0.7287795543670654
decreases^secretion	dibromoacetic acid	ACTA2	0.7287783622741699
decreases^secretion	2-amino-1-phenylethanol	TP53	0.7287759780883789
increases^glucuronidation	Diphenhydramine	ACTA2	0.7287750244140625
affects^export	Deoxycholic Acid	BAX	0.7287715673446655
decreases^secretion	Porfiromycin	TP53	0.728771448135376
affects^methylation	hydroquinone	BCL2	0.728770911693573
decreases^secretion	5-(3-(2-(3-hydroxy-4-(3-(trifluoromethyl)phenyl)butyl)-5-oxopyrrolidin-1-yl)propyl)thiophene-2-carboxylate	VEGFA	0.7287691831588745
increases^glucuronidation	NW 1029	VEGFA	0.7287660837173462
decreases^secretion	Canvaxin	MMP9	0.7287639379501343
decreases^secretion	1-Naphthylamine	VEGFA	0.7287628054618835
increases^glucuronidation	acetylaminophenylarsine oxide	VEGFA	0.7287618517875671
increases^glucuronidation	1,2,3-trichloropropane	VEGFA	0.7287615537643433
increases^expression	Celecoxib	ICAM1	0.7287606000900269
decreases^secretion	bromotriethylstannane	VEGFA	0.7287585139274597
increases^expression	1,2-linoleoylphosphatidylcholine	LEP	0.7287580370903015
decreases^secretion	3-biphenyl-4-yl-4-(2-fluorophenyl)-5-isopropyl-4H-1,2,4-triazole	MMP9	0.7287574410438538
decreases^secretion	ethyl 4-nitrophenyl methylphosphonate	VEGFA	0.7287573218345642
decreases^secretion	Sulfhydryl Compounds	VEGFA	0.7287552356719971
increases^glucuronidation	RN 1734	VEGFA	0.7287548780441284
decreases^secretion	7-acetoxy-6,7-dihydro-6-(4-methoxyphenyl)pyrrolo(2,1-d)(1,5)benzothiazepine	VEGFA	0.7287546396255493
increases^glucuronidation	MEN 11270	VEGFA	0.7287537455558777
increases^glucuronidation	Hydroxyl Radical	TP53	0.7287537455558777
increases^glucuronidation	Flupenthixol	AKT1	0.7287527918815613
increases^glucuronidation	adavosertib	CDKN1A	0.7287502288818359
decreases^secretion	ZD4054	TP53	0.7287481427192688
decreases^secretion	thiphenamil	VEGFA	0.7287458181381226
decreases^secretion	Trichlorfon	TP53	0.7287452220916748
decreases^secretion	ar-turmerone	SOD2	0.7287440299987793
decreases^secretion	estradiol-bovine serum albumin	TP53	0.7287434339523315
increases^expression	Pioglitazone	MMP7	0.7287433743476868
decreases^secretion	N-(1-(2,3-dimethoxyphenyl)-4-methyl-3-penten-1-yl)-1-(5-bromofurfuryl)-1-piperidyl-4-amine	VEGFA	0.7287425994873047
decreases^secretion	benzene 1,2,4-trisphosphate	VEGFA	0.7287416458129883
decreases^secretion	4-methylcatechol	AKT1	0.7287392616271973
increases^glucuronidation	insulin, Asp(B10)-	VEGFA	0.7287378907203674
decreases^secretion	cobaltous chloride	VEGFA	0.7287347316741943
decreases^secretion	T 91825	ACTA2	0.7287323474884033
decreases^secretion	dithiopyr	CASP8	0.7287272214889526
decreases^expression	Berberine	CCND2	0.7287228107452393
decreases^secretion	LY 171883	PARP1	0.7287195920944214
decreases^secretion	5-(3-(2-(3-hydroxy-4-(3-(trifluoromethyl)phenyl)butyl)-5-oxopyrrolidin-1-yl)propyl)thiophene-2-carboxylate	MMP9	0.7287117838859558
decreases^secretion	SB 243213	CASP8	0.7287104725837708
increases^glucuronidation	tert-butyl 1-methyl-2-propynyl ether	PARP1	0.7287104725837708
decreases^secretion	Citrates	MMP9	0.7287095189094543
decreases^secretion	2,3-Diphosphoglycerate	MMP9	0.7287057638168335
decreases^secretion	ethyl 4-nitrophenyl methylphosphonate	MMP9	0.7287001609802246
decreases^secretion	tetradifon	MMP9	0.7286988496780396
decreases^secretion	terpestacin	RELA	0.7286955714225769
decreases^secretion	kangshuai yizhi	MMP9	0.7286954522132874
increases^glucuronidation	darexaban glucuronide	PARP1	0.7286937832832336
decreases^secretion	Angiotensin II Type 1 Receptor Blockers	PARP1	0.7286931276321411
decreases^secretion	glycylsarcosine	CASP8	0.7286927700042725
decreases^secretion	13beta-methyl 19-nor-steroid	MMP9	0.7286927700042725
decreases^secretion	1,2-dilinolenoyl-3-(4-aminobutyryl)propane-1,2,3-triol	MMP9	0.7286924719810486
decreases^secretion	1,1,2,2-tetrabromoethane	PARP1	0.7286917567253113
decreases^secretion	3-biphenyl-4-yl-4-(2-fluorophenyl)-5-isopropyl-4H-1,2,4-triazole	SOD2	0.728689432144165
increases^glucuronidation	nomegestrol acetate	PARP1	0.7286882400512695
decreases^secretion	SB 243213	MMP9	0.7286879420280457
decreases^secretion	1-(4-chlorophenyl)-3-(3-(4-chlorophenyl)-5,5-dimethyl-1-(3-(5-nitrofuran-2-yl)allyldienehydrazinocarbonylmethyl)-2-oxoimidazolidin-4-yl)-1-hydroxyurea	MMP9	0.7286871671676636
decreases^secretion	t-butyloxycarbonyl-methionyl-leucyl-phenylalanine	PARP1	0.7286866903305054
increases^glucuronidation	alismol	PARP1	0.7286844253540039
decreases^secretion	VPC32183	CASP8	0.7286837100982666
affects^export	piperine	TP53	0.728682816028595
decreases^secretion	Congo Red	MMP9	0.728682816028595
increases^response to substance	cadmium acetate	CTNNB1	0.7286823391914368
decreases^secretion	Porfiromycin	CASP8	0.7286812663078308
increases^glucuronidation	prophalan	CASP8	0.7286805510520935
decreases^secretion	methyl isothiocyanate	PARP1	0.7286803126335144
decreases^secretion	dibromoacetic acid	CTNNB1	0.7286797761917114
decreases^secretion	hydroxyflutamide	SOD2	0.728679358959198
increases^glucuronidation	1,4-diaminocyclohexane	PARP1	0.7286787033081055
decreases^secretion	Verteporfin	CASP8	0.7286775708198547
increases^glucuronidation	3,5-diiodothyropropionic acid	PARP1	0.7286770939826965
decreases^secretion	arachidonyl dopamine	CASP8	0.7286753058433533
increases^glucuronidation	bropirimine	CASP8	0.7286751866340637
increases^glucuronidation	H 35-25	PARP1	0.7286748886108398
increases^glucuronidation	FR 139317	PARP1	0.7286739945411682
increases^glucuronidation	tranilast	CASP8	0.7286736965179443
increases^glucuronidation	9-(3-hydroxy-2-phosphonylmethoxypropyl)adenine	CASP8	0.7286713123321533
decreases^secretion	acetophenone	MMP9	0.7286702394485474
increases^glucuronidation	5-methylbenzanthracene	PARP1	0.7286688685417175
increases^glucuronidation	bis(cysteinato)zincate(lI)	CASP8	0.7286688685417175
increases^glucuronidation	dibutylnitrosamine	VEGFA	0.7286682724952698
increases^glucuronidation	4-oxoretinaldehyde	PARP1	0.7286674976348877
increases^glucuronidation	VX680	PARP1	0.7286658883094788
increases^glucuronidation	Lasalocid	CASP8	0.7286656498908997
increases^glucuronidation	trimethylenediamine	CASP8	0.7286654710769653
increases^glucuronidation	GSK 4716	CASP8	0.7286654114723206
decreases^secretion	crotonyl alcohol	MMP9	0.7286644577980042
increases^glucuronidation	Tropisetron	PARP1	0.7286644577980042
decreases^secretion	dihydroequilin	CASP8	0.728663444519043
decreases^secretion	inositol-1,3,4,5-tetrakisphosphate	CASP8	0.7286627292633057
increases^glucuronidation	N-hydroxy-2-aminofluorene	MMP9	0.7286617755889893
decreases^secretion	2-oleoylglycerol	PARP1	0.7286614775657654
increases^glucuronidation	hippuric acid	PARP1	0.7286608815193176
decreases^secretion	20,21-epoxyresibufogenin-3-formate	MMP9	0.728659987449646
increases^glucuronidation	Conotoxins	MMP9	0.7286596298217773
increases^glucuronidation	isonitrosoacetone	PARP1	0.7286579608917236
increases^glucuronidation	2-(4-((dimethylamino)methyl)benzylidene)-5,6-dimethoxy-2,3-dihydroinden-1-one	AKT1	0.7286577224731445
increases^glucuronidation	nafamostat	CASP8	0.7286573648452759
increases^glucuronidation	2-chloro-11-(4-methyl-1-piperazinyl)-5H-dibenzo(b,e)(1,4)diazepine	MMP9	0.7286567091941833
decreases^secretion	Trichlorfon	CASP8	0.7286547422409058
decreases^secretion	4-chloro-2-(imidazolin-2-yl)isoindoline	CASP8	0.7286543250083923
increases^glucuronidation	alismol	CASP8	0.7286538481712341
increases^glucuronidation	GABA Modulators	MMP9	0.7286521792411804
affects^response to substance	Cisplatin	EGFR	0.7286507487297058
decreases^secretion	Cosyntropin	PARP1	0.7286502122879028
increases^glucuronidation	3,5-diiodothyropropionic acid	CASP8	0.7286463379859924
decreases^secretion	Sealapex	ACTA2	0.7286460399627686
decreases^secretion	Phytosterols	PARP1	0.7286431193351746
affects^response to substance	Doxorubicin	JUN	0.7286427021026611
increases^glucuronidation	ginsenoside 20S-protopanaxatriol	CCND1	0.7286415696144104
decreases^secretion	Rutin	DNMT1	0.7286399006843567
decreases^secretion	Moxisylyte	PARP1	0.7286385893821716
increases^glucuronidation	5-methylbenzanthracene	CASP8	0.7286380529403687
increases^glucuronidation	bis(cysteinato)zincate(lI)	MMP9	0.7286379933357239
decreases^secretion	Xanthones	CASP8	0.7286378741264343
decreases^secretion	fascaplysine	DNMT1	0.7286376953125
decreases^secretion	ICI 164384	BCL2	0.7286363840103149
decreases^secretion	3-(4-chloro-3-nitrolphenyl)-1,2,3-oxadiazolium-5-olate	VEGFA	0.7286321520805359
decreases^secretion	ethyl 4-nitrophenyl methylphosphonate	SOD2	0.7286310195922852
decreases^secretion	drotaverin	SOD2	0.7286283373832703
decreases^secretion	N-methylhistamine	SOD2	0.7286280989646912
decreases^secretion	7-acetoxy-6,7-dihydro-6-(4-methoxyphenyl)pyrrolo(2,1-d)(1,5)benzothiazepine	SOD2	0.7286279201507568
decreases^secretion	Heptachlor Epoxide	ACTA2	0.7286257147789001
increases^reaction	Selenic Acid	STAT3	0.7286191582679749
decreases^secretion	3-(4-chloro-3-nitrolphenyl)-1,2,3-oxadiazolium-5-olate	PARP1	0.7286174297332764
increases^glucuronidation	FR 139317	MMP9	0.7286123037338257
increases^glucuronidation	Antioxidants	AKT1	0.728611946105957
decreases^secretion	Sirolimus	ACTA2	0.7286054491996765
decreases^secretion	Trabectedin	SOD2	0.7286050915718079
increases^glucuronidation	equiguard	AKT1	0.7286037802696228
decreases^secretion	ar-turmerone	RELA	0.728600800037384
increases^expression	Bilirubin	CXCL10	0.7285984754562378
decreases^secretion	3-(4-chloro-3-nitrolphenyl)-1,2,3-oxadiazolium-5-olate	CASP8	0.7285981178283691
decreases^secretion	2-(2-hydroxyethylsulfanyl)-3-methyl-1,4-naphthoquinone	HSPB1	0.7285940647125244
decreases^secretion	trimethobenzamide	SOD2	0.7285932898521423
decreases^secretion	Sealapex	CCND1	0.7285882234573364
increases^expression	4,4',4''-(4-propyl-((1)H)-pyrazole-1,3,5-triyl) tris-phenol	IL1B	0.7285876870155334
decreases^secretion	Porfiromycin	SOD2	0.7285875678062439
increases^glucuronidation	methylmercury cysteine	DNMT1	0.7285870909690857
decreases^secretion	ONO 1301	HSPB1	0.728581964969635
decreases^secretion	4-(4-(2,4-dioxothiazolidin-5-ylidenemethyl)-2-methoxyphenoxy)-3-trifluoromethylbenzonitrile	SOD2	0.7285696268081665
decreases^secretion	pirimicarb	CCND1	0.728567361831665
decreases^secretion	4-chloro-2-(imidazolin-2-yl)isoindoline	SOD2	0.7285602688789368
decreases^expression	2'-(4-chlorophenyl)-3-(4-chlorophenylidene)-5,10-dimethyl-12-methylene-decahydro-1,2-(1',3'-dioxocyclopenta(c))azuleno(4,5-b)furan-4,11-dione	BIRC5	0.7285427451133728
increases^glucuronidation	KB 5-21	SOD2	0.7285367250442505
decreases^secretion	Epoxy Compounds	CCND1	0.7285361886024475
decreases^secretion	Cosyntropin	SOD2	0.7285353541374207
decreases^secretion	GSK2110183	RELA	0.7285342216491699
increases^glucuronidation	2-(4-((dimethylamino)methyl)benzylidene)-5,6-dimethoxy-2,3-dihydroinden-1-one	APC	0.7285300493240356
affects^export	Cadmium Chloride	HSPB1	0.7285286784172058
decreases^secretion	ivacaftor	SOD2	0.7285224199295044
increases^glucuronidation	secramine A	SOD2	0.7285215258598328
increases^glucuronidation	1-nitropyrene-9,10-oxide	SOD2	0.728504478931427
decreases^secretion	imoxin	BCL2	0.7284998893737793
increases^glucuronidation	malealdehyde	SOD2	0.7284936904907227
affects^export	piperine	CASP8	0.7284923791885376
increases^glucuronidation	azoxystrobin	DNMT1	0.7284919023513794
decreases^secretion	zotepine	RELA	0.7284911870956421
increases^glucuronidation	2,6-dibromobenzoquinone	SOD2	0.7284901142120361
decreases^secretion	ganoderic acid A	APC	0.7284900546073914
decreases^secretion	5-(3-(2-(3-hydroxy-4-(3-(trifluoromethyl)phenyl)butyl)-5-oxopyrrolidin-1-yl)propyl)thiophene-2-carboxylate	ACTA2	0.7284858226776123
affects^export	daidzein	BCL2	0.7284841537475586
increases^glucuronidation	thiamet G	SOD2	0.7284832000732422
increases^glucuronidation	Enkephalin, Ala(2)-MePhe(4)-Gly(5)-	SOD2	0.7284830808639526
increases^glucuronidation	parthenocissin A	SOD2	0.728482186794281
increases^expression	Arsenic Trioxide	S100A9	0.7284820675849915
increases^glucuronidation	perfluoropropionic acid	SOD2	0.7284810543060303
decreases^secretion	terpestacin	AKT1	0.7284803986549377
increases^expression	alpha-viniferin	NOS2	0.7284801006317139
decreases^secretion	fosthiazate	ACTA2	0.7284799814224243
decreases^secretion	dithiopyr	ACTA2	0.7284795045852661
decreases^secretion	kangshuai yizhi	RELA	0.7284764051437378
increases^glucuronidation	Diphenhydramine	AKT1	0.728472113609314
affects^methylation	hydroquinone	AKT1	0.7284713387489319
increases^glucuronidation	Picloram	SOD2	0.7284699082374573
increases^glucuronidation	Dehydroepiandrosterone Sulfate	CCND1	0.7284695506095886
decreases^secretion	1-(4-chlorophenyl)-3-(3-(4-chlorophenyl)-5,5-dimethyl-1-(3-(5-nitrofuran-2-yl)allyldienehydrazinocarbonylmethyl)-2-oxoimidazolidin-4-yl)-1-hydroxyurea	RELA	0.7284677624702454
decreases^secretion	benzene 1,2,4-trisphosphate	RELA	0.7284634709358215
decreases^secretion	HG-7-85-01 compound	RELA	0.7284605503082275
increases^glucuronidation	diethyl-1,3,6,8-tetrahydro-1,3,6,8-tetraoxobenzo(lmn)(3,8)phenanthroline-2,7-diacetate	SOD2	0.7284534573554993
decreases^secretion	Dimethyldithiocarbamate	RELA	0.7284534573554993
increases^expression	acenaphthenequinone	NFKB1	0.7284532189369202
decreases^secretion	26,26,26,27,27,27-hexafluoro-1,25-dihydroxyvitamin D3	RELA	0.7284520268440247
decreases^secretion	U 95666E	BCL2	0.7284513711929321
decreases^secretion	isomalathion	RELA	0.7284496426582336
decreases^secretion	acetophenone	RELA	0.7284486293792725
decreases^secretion	Phalloidine	RELA	0.7284483313560486
increases^glucuronidation	alismol	SOD2	0.7284481525421143
decreases^secretion	26,26,26,27,27,27-hexafluoro-1,25-dihydroxyvitamin D3	ACTA2	0.728446364402771
increases^glucuronidation	Dehydroepiandrosterone Sulfate	ACTA2	0.7284421920776367
decreases^secretion	crotonyl alcohol	RELA	0.7284421324729919
decreases^secretion	1,5-dihydroxynaphthalene	RELA	0.7284348607063293
decreases^secretion	N-isopropyl-1,2-diphenylethylamine	ACTA2	0.728432297706604
increases^glucuronidation	alpha-benzyl-N-methylphenethylamine	CTNNB1	0.7284321784973145
decreases^secretion	arachidonyl dopamine	RELA	0.7284296154975891
decreases^secretion	zotepine	BCL2	0.7284268736839294
